Country,Region/State,"Zip/PostAN Code","Weight (and above)","Shipping Price"
CG,*,*,1.8,41.43076923
CG,*,*,1.9,43.6
CG,*,*,2,45.76923077
CG,*,*,2.1,47.93846154
CG,*,*,2.2,50.10769231
CG,*,*,2.3,52.27692308
CG,*,*,2.4,54.44615385
CG,*,*,2.5,56.61538462
CG,*,*,2.6,58.78461538
CG,*,*,2.7,60.95384615
CG,*,*,2.8,63.12307692
CG,*,*,2.9,65.29230769
CG,*,*,3,67.46153846
CG,*,*,3.1,69.63076923
CG,*,*,3.2,71.8
CG,*,*,3.3,73.96923077
CG,*,*,3.4,76.13846154
CG,*,*,3.5,78.30769231
CG,*,*,3.6,80.47692308
CG,*,*,3.7,82.64615385
CG,*,*,3.8,84.81538462
CG,*,*,3.9,86.98461538
CG,*,*,4,89.15384615
CG,*,*,4.1,91.32307692
CG,*,*,4.2,93.49230769
CG,*,*,4.3,95.66153846
CG,*,*,4.4,97.83076923
CG,*,*,4.5,100
CG,*,*,4.6,102.1692308
CG,*,*,4.7,104.3384615
CG,*,*,4.8,106.5076923
CG,*,*,4.9,108.6769231
CG,*,*,5,110.8461538
CI,*,*,0.1,4.553846154
CI,*,*,0.2,6.723076923
CI,*,*,0.3,8.892307692
CI,*,*,0.4,11.06153846
CI,*,*,0.5,13.23076923
CI,*,*,0.6,15.4
CI,*,*,0.7,17.56923077
CI,*,*,0.8,19.73846154
CI,*,*,0.9,21.90769231
CI,*,*,1,24.07692308
CI,*,*,1.1,26.24615385
CI,*,*,1.2,28.41538462
CI,*,*,1.3,30.58461538
CI,*,*,1.4,32.75384615
CI,*,*,1.5,34.92307692
CI,*,*,1.6,37.09230769
CI,*,*,1.7,39.26153846
CI,*,*,1.8,41.43076923
CI,*,*,1.9,43.6
CI,*,*,2,45.76923077
CI,*,*,2.1,47.93846154
CI,*,*,2.2,50.10769231
CI,*,*,2.3,52.27692308
CI,*,*,2.4,54.44615385
CI,*,*,2.5,56.61538462
CI,*,*,2.6,58.78461538
CI,*,*,2.7,60.95384615
CI,*,*,2.8,63.12307692
CI,*,*,2.9,65.29230769
CI,*,*,3,67.46153846
CI,*,*,3.1,69.63076923
CI,*,*,3.2,71.8
CI,*,*,3.3,73.96923077
CI,*,*,3.4,76.13846154
CI,*,*,3.5,78.30769231
CI,*,*,3.6,80.47692308
CI,*,*,3.7,82.64615385
CI,*,*,3.8,84.81538462
CI,*,*,3.9,86.98461538
CI,*,*,4,89.15384615
CI,*,*,4.1,91.32307692
CI,*,*,4.2,93.49230769
CI,*,*,4.3,95.66153846
CI,*,*,4.4,97.83076923
CI,*,*,4.5,100
CI,*,*,4.6,102.1692308
CI,*,*,4.7,104.3384615
CI,*,*,4.8,106.5076923
CI,*,*,4.9,108.6769231
CI,*,*,5,110.8461538
CM,*,*,0.1,4.553846154
CM,*,*,0.2,6.723076923
CM,*,*,0.3,8.892307692
CM,*,*,0.4,11.06153846
CM,*,*,0.5,13.23076923
CM,*,*,0.6,15.4
CM,*,*,0.7,17.56923077
CM,*,*,0.8,19.73846154
CM,*,*,0.9,21.90769231
CM,*,*,1,24.07692308
CM,*,*,1.1,26.24615385
CM,*,*,1.2,28.41538462
CM,*,*,1.3,30.58461538
CM,*,*,1.4,32.75384615
CM,*,*,1.5,34.92307692
CM,*,*,1.6,37.09230769
CM,*,*,1.7,39.26153846
CM,*,*,1.8,41.43076923
CM,*,*,1.9,43.6
CM,*,*,2,45.76923077
CM,*,*,2.1,47.93846154
CM,*,*,2.2,50.10769231
CM,*,*,2.3,52.27692308
CM,*,*,2.4,54.44615385
CM,*,*,2.5,56.61538462
CM,*,*,2.6,58.78461538
CM,*,*,2.7,60.95384615
CM,*,*,2.8,63.12307692
CM,*,*,2.9,65.29230769
CM,*,*,3,67.46153846
CM,*,*,3.1,69.63076923
CM,*,*,3.2,71.8
CM,*,*,3.3,73.96923077
CM,*,*,3.4,76.13846154
CM,*,*,3.5,78.30769231
CM,*,*,3.6,80.47692308
CM,*,*,3.7,82.64615385
CM,*,*,3.8,84.81538462
CM,*,*,3.9,86.98461538
CM,*,*,4,89.15384615
CM,*,*,4.1,91.32307692
CM,*,*,4.2,93.49230769
CM,*,*,4.3,95.66153846
CM,*,*,4.4,97.83076923
CM,*,*,4.5,100
CM,*,*,4.6,102.1692308
CM,*,*,4.7,104.3384615
CM,*,*,4.8,106.5076923
CM,*,*,4.9,108.6769231
CM,*,*,5,110.8461538
CO,*,*,0.1,4.553846154
CO,*,*,0.2,6.723076923
CO,*,*,0.3,8.892307692
CO,*,*,0.4,11.06153846
CO,*,*,0.5,13.23076923
CO,*,*,0.6,15.4
CO,*,*,0.7,17.56923077
CO,*,*,0.8,19.73846154
CO,*,*,0.9,21.90769231
CO,*,*,1,24.07692308
CO,*,*,1.1,26.24615385
CO,*,*,1.2,28.41538462
CO,*,*,1.3,30.58461538
CO,*,*,1.4,32.75384615
CO,*,*,1.5,34.92307692
CO,*,*,1.6,37.09230769
CO,*,*,1.7,39.26153846
CO,*,*,1.8,41.43076923
CO,*,*,1.9,43.6
CO,*,*,2,45.76923077
CO,*,*,2.1,47.93846154
CO,*,*,2.2,50.10769231
CO,*,*,2.3,52.27692308
CO,*,*,2.4,54.44615385
CO,*,*,2.5,56.61538462
CO,*,*,2.6,58.78461538
CO,*,*,2.7,60.95384615
CO,*,*,2.8,63.12307692
CO,*,*,2.9,65.29230769
CO,*,*,3,67.46153846
CO,*,*,3.1,69.63076923
CO,*,*,3.2,71.8
CO,*,*,3.3,73.96923077
CO,*,*,3.4,76.13846154
CO,*,*,3.5,78.30769231
CO,*,*,3.6,80.47692308
CO,*,*,3.7,82.64615385
CO,*,*,3.8,84.81538462
CO,*,*,3.9,86.98461538
CO,*,*,4,89.15384615
CO,*,*,4.1,91.32307692
CO,*,*,4.2,93.49230769
CO,*,*,4.3,95.66153846
CO,*,*,4.4,97.83076923
CO,*,*,4.5,100
CO,*,*,4.6,102.1692308
CO,*,*,4.7,104.3384615
CO,*,*,4.8,106.5076923
CO,*,*,4.9,108.6769231
CO,*,*,5,110.8461538
CV,*,*,0.1,4.553846154
CV,*,*,0.2,6.723076923
CV,*,*,0.3,8.892307692
CV,*,*,0.4,11.06153846
CV,*,*,0.5,13.23076923
CV,*,*,0.6,15.4
CV,*,*,0.7,17.56923077
CV,*,*,0.8,19.73846154
CV,*,*,0.9,21.90769231
CV,*,*,1,24.07692308
CV,*,*,1.1,26.24615385
CV,*,*,1.2,28.41538462
CV,*,*,1.3,30.58461538
CV,*,*,1.4,32.75384615
CV,*,*,1.5,34.92307692
CV,*,*,1.6,37.09230769
CV,*,*,1.7,39.26153846
CV,*,*,1.8,41.43076923
CV,*,*,1.9,43.6
CV,*,*,2,45.76923077
CV,*,*,2.1,47.93846154
CV,*,*,2.2,50.10769231
CV,*,*,2.3,52.27692308
CV,*,*,2.4,54.44615385
CV,*,*,2.5,56.61538462
CV,*,*,2.6,58.78461538
CV,*,*,2.7,60.95384615
CV,*,*,2.8,63.12307692
CV,*,*,2.9,65.29230769
CV,*,*,3,67.46153846
CV,*,*,3.1,69.63076923
CV,*,*,3.2,71.8
CV,*,*,3.3,73.96923077
CV,*,*,3.4,76.13846154
CV,*,*,3.5,78.30769231
CV,*,*,3.6,80.47692308
CV,*,*,3.7,82.64615385
CV,*,*,3.8,84.81538462
CV,*,*,3.9,86.98461538
CV,*,*,4,89.15384615
CV,*,*,4.1,91.32307692
CV,*,*,4.2,93.49230769
CV,*,*,4.3,95.66153846
CV,*,*,4.4,97.83076923
CV,*,*,4.5,100
CV,*,*,4.6,102.1692308
CV,*,*,4.7,104.3384615
CV,*,*,4.8,106.5076923
CV,*,*,4.9,108.6769231
CV,*,*,5,110.8461538
CZ,*,*,0.1,4.553846154
CZ,*,*,0.2,6.723076923
CZ,*,*,0.3,8.892307692
CZ,*,*,0.4,11.06153846
CZ,*,*,0.5,13.23076923
CZ,*,*,0.6,15.4
CZ,*,*,0.7,17.56923077
CZ,*,*,0.8,19.73846154
CZ,*,*,0.9,21.90769231
CZ,*,*,1,24.07692308
CZ,*,*,1.1,26.24615385
CZ,*,*,1.2,28.41538462
CZ,*,*,1.3,30.58461538
CZ,*,*,1.4,32.75384615
CZ,*,*,1.5,34.92307692
CZ,*,*,1.6,37.09230769
CZ,*,*,1.7,39.26153846
CZ,*,*,1.8,41.43076923
CZ,*,*,1.9,43.6
CZ,*,*,2,45.76923077
CZ,*,*,2.1,47.93846154
CZ,*,*,2.2,50.10769231
CZ,*,*,2.3,52.27692308
CZ,*,*,2.4,54.44615385
CZ,*,*,2.5,56.61538462
CZ,*,*,2.6,58.78461538
CZ,*,*,2.7,60.95384615
CZ,*,*,2.8,63.12307692
CZ,*,*,2.9,65.29230769
CZ,*,*,3,67.46153846
CZ,*,*,3.1,69.63076923
CZ,*,*,3.2,71.8
CZ,*,*,3.3,73.96923077
CZ,*,*,3.4,76.13846154
CZ,*,*,3.5,78.30769231
CZ,*,*,3.6,80.47692308
CZ,*,*,3.7,82.64615385
CZ,*,*,3.8,84.81538462
CZ,*,*,3.9,86.98461538
CZ,*,*,4,89.15384615
CZ,*,*,4.1,91.32307692
CZ,*,*,4.2,93.49230769
CZ,*,*,4.3,95.66153846
CZ,*,*,4.4,97.83076923
CZ,*,*,4.5,100
CZ,*,*,4.6,102.1692308
CZ,*,*,4.7,104.3384615
CZ,*,*,4.8,106.5076923
CZ,*,*,4.9,108.6769231
CZ,*,*,5,110.8461538
DJ,*,*,0.1,4.553846154
DJ,*,*,0.2,6.723076923
DJ,*,*,0.3,8.892307692
DJ,*,*,0.4,11.06153846
DJ,*,*,0.5,13.23076923
DJ,*,*,0.6,15.4
DJ,*,*,0.7,17.56923077
DJ,*,*,0.8,19.73846154
DJ,*,*,0.9,21.90769231
DJ,*,*,1,24.07692308
DJ,*,*,1.1,26.24615385
DJ,*,*,1.2,28.41538462
DJ,*,*,1.3,30.58461538
DJ,*,*,1.4,32.75384615
DJ,*,*,1.5,34.92307692
DJ,*,*,1.6,37.09230769
DJ,*,*,1.7,39.26153846
DJ,*,*,1.8,41.43076923
DJ,*,*,1.9,43.6
DJ,*,*,2,45.76923077
DJ,*,*,2.1,47.93846154
DJ,*,*,2.2,50.10769231
DJ,*,*,2.3,52.27692308
DJ,*,*,2.4,54.44615385
DJ,*,*,2.5,56.61538462
DJ,*,*,2.6,58.78461538
DJ,*,*,2.7,60.95384615
DJ,*,*,2.8,63.12307692
DJ,*,*,2.9,65.29230769
DJ,*,*,3,67.46153846
DJ,*,*,3.1,69.63076923
DJ,*,*,3.2,71.8
DJ,*,*,3.3,73.96923077
DJ,*,*,3.4,76.13846154
DJ,*,*,3.5,78.30769231
DJ,*,*,3.6,80.47692308
DJ,*,*,3.7,82.64615385
DJ,*,*,3.8,84.81538462
DJ,*,*,3.9,86.98461538
DJ,*,*,4,89.15384615
DJ,*,*,4.1,91.32307692
DJ,*,*,4.2,93.49230769
DJ,*,*,4.3,95.66153846
DJ,*,*,4.4,97.83076923
DJ,*,*,4.5,100
DJ,*,*,4.6,102.1692308
DJ,*,*,4.7,104.3384615
DJ,*,*,4.8,106.5076923
DJ,*,*,4.9,108.6769231
DJ,*,*,5,110.8461538
DK,*,*,0.1,4.553846154
DK,*,*,0.2,6.723076923
DK,*,*,0.3,8.892307692
DK,*,*,0.4,11.06153846
DK,*,*,0.5,13.23076923
DK,*,*,0.6,15.4
DK,*,*,0.7,17.56923077
DK,*,*,0.8,19.73846154
DK,*,*,0.9,21.90769231
DK,*,*,1,24.07692308
DK,*,*,1.1,26.24615385
DK,*,*,1.2,28.41538462
DK,*,*,1.3,30.58461538
DK,*,*,1.4,32.75384615
DK,*,*,1.5,34.92307692
DK,*,*,1.6,37.09230769
DK,*,*,1.7,39.26153846
DK,*,*,1.8,41.43076923
DK,*,*,1.9,43.6
DK,*,*,2,45.76923077
DK,*,*,2.1,47.93846154
DK,*,*,2.2,50.10769231
DK,*,*,2.3,52.27692308
DK,*,*,2.4,54.44615385
DK,*,*,2.5,56.61538462
DK,*,*,2.6,58.78461538
DK,*,*,2.7,60.95384615
DK,*,*,2.8,63.12307692
DK,*,*,2.9,65.29230769
DK,*,*,3,67.46153846
DK,*,*,3.1,69.63076923
DK,*,*,3.2,71.8
DK,*,*,3.3,73.96923077
DK,*,*,3.4,76.13846154
DK,*,*,3.5,78.30769231
DK,*,*,3.6,80.47692308
DK,*,*,3.7,82.64615385
DK,*,*,3.8,84.81538462
DK,*,*,3.9,86.98461538
DK,*,*,4,89.15384615
DK,*,*,4.1,91.32307692
DK,*,*,4.2,93.49230769
DK,*,*,4.3,95.66153846
DK,*,*,4.4,97.83076923
DK,*,*,4.5,100
DK,*,*,4.6,102.1692308
DK,*,*,4.7,104.3384615
DK,*,*,4.8,106.5076923
DK,*,*,4.9,108.6769231
DK,*,*,5,110.8461538
DZ,*,*,0.1,4.553846154
DZ,*,*,0.2,6.723076923
DZ,*,*,0.3,8.892307692
DZ,*,*,0.4,11.06153846
DZ,*,*,0.5,13.23076923
DZ,*,*,0.6,15.4
DZ,*,*,0.7,17.56923077
DZ,*,*,0.8,19.73846154
DZ,*,*,0.9,21.90769231
DZ,*,*,1,24.07692308
DZ,*,*,1.1,26.24615385
DZ,*,*,1.2,28.41538462
DZ,*,*,1.3,30.58461538
DZ,*,*,1.4,32.75384615
DZ,*,*,1.5,34.92307692
DZ,*,*,1.6,37.09230769
DZ,*,*,1.7,39.26153846
DZ,*,*,1.8,41.43076923
DZ,*,*,1.9,43.6
DZ,*,*,2,45.76923077
DZ,*,*,2.1,47.93846154
DZ,*,*,2.2,50.10769231
DZ,*,*,2.3,52.27692308
DZ,*,*,2.4,54.44615385
DZ,*,*,2.5,56.61538462
DZ,*,*,2.6,58.78461538
DZ,*,*,2.7,60.95384615
DZ,*,*,2.8,63.12307692
DZ,*,*,2.9,65.29230769
DZ,*,*,3,67.46153846
DZ,*,*,3.1,69.63076923
DZ,*,*,3.2,71.8
DZ,*,*,3.3,73.96923077
DZ,*,*,3.4,76.13846154
DZ,*,*,3.5,78.30769231
DZ,*,*,3.6,80.47692308
DZ,*,*,3.7,82.64615385
DZ,*,*,3.8,84.81538462
DZ,*,*,3.9,86.98461538
DZ,*,*,4,89.15384615
DZ,*,*,4.1,91.32307692
DZ,*,*,4.2,93.49230769
DZ,*,*,4.3,95.66153846
DZ,*,*,4.4,97.83076923
DZ,*,*,4.5,100
DZ,*,*,4.6,102.1692308
DZ,*,*,4.7,104.3384615
DZ,*,*,4.8,106.5076923
DZ,*,*,4.9,108.6769231
DZ,*,*,5,110.8461538
EC,*,*,0.1,4.553846154
EC,*,*,0.2,6.723076923
EC,*,*,0.3,8.892307692
EC,*,*,0.4,11.06153846
EC,*,*,0.5,13.23076923
EC,*,*,0.6,15.4
EC,*,*,0.7,17.56923077
EC,*,*,0.8,19.73846154
EC,*,*,0.9,21.90769231
EC,*,*,1,24.07692308
EC,*,*,1.1,26.24615385
EC,*,*,1.2,28.41538462
EC,*,*,1.3,30.58461538
EC,*,*,1.4,32.75384615
EC,*,*,1.5,34.92307692
EC,*,*,1.6,37.09230769
EC,*,*,1.7,39.26153846
EC,*,*,1.8,41.43076923
EC,*,*,1.9,43.6
EC,*,*,2,45.76923077
EC,*,*,2.1,47.93846154
EC,*,*,2.2,50.10769231
EC,*,*,2.3,52.27692308
EC,*,*,2.4,54.44615385
EC,*,*,2.5,56.61538462
EC,*,*,2.6,58.78461538
EC,*,*,2.7,60.95384615
EC,*,*,2.8,63.12307692
EC,*,*,2.9,65.29230769
EC,*,*,3,67.46153846
EC,*,*,3.1,69.63076923
EC,*,*,3.2,71.8
EC,*,*,3.3,73.96923077
EC,*,*,3.4,76.13846154
EC,*,*,3.5,78.30769231
EC,*,*,3.6,80.47692308
EC,*,*,3.7,82.64615385
EC,*,*,3.8,84.81538462
EC,*,*,3.9,86.98461538
EC,*,*,4,89.15384615
EC,*,*,4.1,91.32307692
EC,*,*,4.2,93.49230769
EC,*,*,4.3,95.66153846
EC,*,*,4.4,97.83076923
EC,*,*,4.5,100
EC,*,*,4.6,102.1692308
EC,*,*,4.7,104.3384615
EC,*,*,4.8,106.5076923
EC,*,*,4.9,108.6769231
EC,*,*,5,110.8461538
EE,*,*,0.1,4.553846154
EE,*,*,0.2,6.723076923
EE,*,*,0.3,8.892307692
EE,*,*,0.4,11.06153846
EE,*,*,0.5,13.23076923
EE,*,*,0.6,15.4
EE,*,*,0.7,17.56923077
EE,*,*,0.8,19.73846154
EE,*,*,0.9,21.90769231
EE,*,*,1,24.07692308
EE,*,*,1.1,26.24615385
EE,*,*,1.2,28.41538462
EE,*,*,1.3,30.58461538
EE,*,*,1.4,32.75384615
EE,*,*,1.5,34.92307692
EE,*,*,1.6,37.09230769
EE,*,*,1.7,39.26153846
EE,*,*,1.8,41.43076923
EE,*,*,1.9,43.6
EE,*,*,2,45.76923077
EE,*,*,2.1,47.93846154
EE,*,*,2.2,50.10769231
EE,*,*,2.3,52.27692308
EE,*,*,2.4,54.44615385
EE,*,*,2.5,56.61538462
EE,*,*,2.6,58.78461538
EE,*,*,2.7,60.95384615
EE,*,*,2.8,63.12307692
EE,*,*,2.9,65.29230769
EE,*,*,3,67.46153846
EE,*,*,3.1,69.63076923
EE,*,*,3.2,71.8
EE,*,*,3.3,73.96923077
EE,*,*,3.4,76.13846154
EE,*,*,3.5,78.30769231
EE,*,*,3.6,80.47692308
EE,*,*,3.7,82.64615385
EE,*,*,3.8,84.81538462
EE,*,*,3.9,86.98461538
EE,*,*,4,89.15384615
EE,*,*,4.1,91.32307692
EE,*,*,4.2,93.49230769
EE,*,*,4.3,95.66153846
EE,*,*,4.4,97.83076923
EE,*,*,4.5,100
EE,*,*,4.6,102.1692308
EE,*,*,4.7,104.3384615
EE,*,*,4.8,106.5076923
EE,*,*,4.9,108.6769231
EE,*,*,5,110.8461538
EG,*,*,0.1,4.553846154
EG,*,*,0.2,6.723076923
EG,*,*,0.3,8.892307692
EG,*,*,0.4,11.06153846
EG,*,*,0.5,13.23076923
EG,*,*,0.6,15.4
EG,*,*,0.7,17.56923077
EG,*,*,0.8,19.73846154
EG,*,*,0.9,21.90769231
EG,*,*,1,24.07692308
EG,*,*,1.1,26.24615385
EG,*,*,1.2,28.41538462
EG,*,*,1.3,30.58461538
EG,*,*,1.4,32.75384615
EG,*,*,1.5,34.92307692
EG,*,*,1.6,37.09230769
EG,*,*,1.7,39.26153846
EG,*,*,1.8,41.43076923
EG,*,*,1.9,43.6
EG,*,*,2,45.76923077
EG,*,*,2.1,47.93846154
EG,*,*,2.2,50.10769231
EG,*,*,2.3,52.27692308
EG,*,*,2.4,54.44615385
EG,*,*,2.5,56.61538462
EG,*,*,2.6,58.78461538
EG,*,*,2.7,60.95384615
EG,*,*,2.8,63.12307692
EG,*,*,2.9,65.29230769
EG,*,*,3,67.46153846
EG,*,*,3.1,69.63076923
EG,*,*,3.2,71.8
EG,*,*,3.3,73.96923077
EG,*,*,3.4,76.13846154
EG,*,*,3.5,78.30769231
EG,*,*,3.6,80.47692308
EG,*,*,3.7,82.64615385
EG,*,*,3.8,84.81538462
EG,*,*,3.9,86.98461538
EG,*,*,4,89.15384615
EG,*,*,4.1,91.32307692
EG,*,*,4.2,93.49230769
EG,*,*,4.3,95.66153846
EG,*,*,4.4,97.83076923
EG,*,*,4.5,100
EG,*,*,4.6,102.1692308
EG,*,*,4.7,104.3384615
EG,*,*,4.8,106.5076923
EG,*,*,4.9,108.6769231
EG,*,*,5,110.8461538
ER,*,*,0.1,4.553846154
ER,*,*,0.2,6.723076923
ER,*,*,0.3,8.892307692
ER,*,*,0.4,11.06153846
ER,*,*,0.5,13.23076923
ER,*,*,0.6,15.4
ER,*,*,0.7,17.56923077
ER,*,*,0.8,19.73846154
ER,*,*,0.9,21.90769231
ER,*,*,1,24.07692308
ER,*,*,1.1,26.24615385
ER,*,*,1.2,28.41538462
ER,*,*,1.3,30.58461538
ER,*,*,1.4,32.75384615
ER,*,*,1.5,34.92307692
ER,*,*,1.6,37.09230769
ER,*,*,1.7,39.26153846
ER,*,*,1.8,41.43076923
ER,*,*,1.9,43.6
ER,*,*,2,45.76923077
ER,*,*,2.1,47.93846154
ER,*,*,2.2,50.10769231
ER,*,*,2.3,52.27692308
ER,*,*,2.4,54.44615385
ER,*,*,2.5,56.61538462
ER,*,*,2.6,58.78461538
ER,*,*,2.7,60.95384615
ER,*,*,2.8,63.12307692
ER,*,*,2.9,65.29230769
ER,*,*,3,67.46153846
ER,*,*,3.1,69.63076923
ER,*,*,3.2,71.8
ER,*,*,3.3,73.96923077
ER,*,*,3.4,76.13846154
ER,*,*,3.5,78.30769231
ER,*,*,3.6,80.47692308
ER,*,*,3.7,82.64615385
ER,*,*,3.8,84.81538462
ER,*,*,3.9,86.98461538
ER,*,*,4,89.15384615
ER,*,*,4.1,91.32307692
ER,*,*,4.2,93.49230769
ER,*,*,4.3,95.66153846
ER,*,*,4.4,97.83076923
ER,*,*,4.5,100
ER,*,*,4.6,102.1692308
ER,*,*,4.7,104.3384615
ER,*,*,4.8,106.5076923
ER,*,*,4.9,108.6769231
ER,*,*,5,110.8461538
ET,*,*,0.1,4.553846154
ET,*,*,0.2,6.723076923
ET,*,*,0.3,8.892307692
ET,*,*,0.4,11.06153846
ET,*,*,0.5,13.23076923
ET,*,*,0.6,15.4
ET,*,*,0.7,17.56923077
ET,*,*,0.8,19.73846154
ET,*,*,0.9,21.90769231
ET,*,*,1,24.07692308
ET,*,*,1.1,26.24615385
ET,*,*,1.2,28.41538462
ET,*,*,1.3,30.58461538
ET,*,*,1.4,32.75384615
ET,*,*,1.5,34.92307692
ET,*,*,1.6,37.09230769
ET,*,*,1.7,39.26153846
ET,*,*,1.8,41.43076923
ET,*,*,1.9,43.6
ET,*,*,2,45.76923077
ET,*,*,2.1,47.93846154
ET,*,*,2.2,50.10769231
ET,*,*,2.3,52.27692308
ET,*,*,2.4,54.44615385
ET,*,*,2.5,56.61538462
ET,*,*,2.6,58.78461538
ET,*,*,2.7,60.95384615
ET,*,*,2.8,63.12307692
ET,*,*,2.9,65.29230769
ET,*,*,3,67.46153846
ET,*,*,3.1,69.63076923
ET,*,*,3.2,71.8
ET,*,*,3.3,73.96923077
ET,*,*,3.4,76.13846154
ET,*,*,3.5,78.30769231
ET,*,*,3.6,80.47692308
ET,*,*,3.7,82.64615385
ET,*,*,3.8,84.81538462
ET,*,*,3.9,86.98461538
ET,*,*,4,89.15384615
ET,*,*,4.1,91.32307692
ET,*,*,4.2,93.49230769
ET,*,*,4.3,95.66153846
ET,*,*,4.4,97.83076923
ET,*,*,4.5,100
ET,*,*,4.6,102.1692308
ET,*,*,4.7,104.3384615
ET,*,*,4.8,106.5076923
ET,*,*,4.9,108.6769231
ET,*,*,5,110.8461538
FI,*,*,0.1,4.553846154
FI,*,*,0.2,6.723076923
FI,*,*,0.3,8.892307692
FI,*,*,0.4,11.06153846
FI,*,*,0.5,13.23076923
FI,*,*,0.6,15.4
FI,*,*,0.7,17.56923077
FI,*,*,0.8,19.73846154
FI,*,*,0.9,21.90769231
FI,*,*,1,24.07692308
FI,*,*,1.1,26.24615385
FI,*,*,1.2,28.41538462
FI,*,*,1.3,30.58461538
FI,*,*,1.4,32.75384615
FI,*,*,1.5,34.92307692
FI,*,*,1.6,37.09230769
FI,*,*,1.7,39.26153846
FI,*,*,1.8,41.43076923
FI,*,*,1.9,43.6
FI,*,*,2,45.76923077
FI,*,*,2.1,47.93846154
FI,*,*,2.2,50.10769231
FI,*,*,2.3,52.27692308
FI,*,*,2.4,54.44615385
FI,*,*,2.5,56.61538462
FI,*,*,2.6,58.78461538
FI,*,*,2.7,60.95384615
FI,*,*,2.8,63.12307692
FI,*,*,2.9,65.29230769
FI,*,*,3,67.46153846
FI,*,*,3.1,69.63076923
FI,*,*,3.2,71.8
FI,*,*,3.3,73.96923077
FI,*,*,3.4,76.13846154
FI,*,*,3.5,78.30769231
FI,*,*,3.6,80.47692308
FI,*,*,3.7,82.64615385
FI,*,*,3.8,84.81538462
FI,*,*,3.9,86.98461538
FI,*,*,4,89.15384615
FI,*,*,4.1,91.32307692
FI,*,*,4.2,93.49230769
FI,*,*,4.3,95.66153846
FI,*,*,4.4,97.83076923
FI,*,*,4.5,100
FI,*,*,4.6,102.1692308
FI,*,*,4.7,104.3384615
FI,*,*,4.8,106.5076923
FI,*,*,4.9,108.6769231
FI,*,*,5,110.8461538
FK,*,*,0.1,4.553846154
FK,*,*,0.2,6.723076923
FK,*,*,0.3,8.892307692
FK,*,*,0.4,11.06153846
FK,*,*,0.5,13.23076923
FK,*,*,0.6,15.4
FK,*,*,0.7,17.56923077
FK,*,*,0.8,19.73846154
FK,*,*,0.9,21.90769231
FK,*,*,1,24.07692308
FK,*,*,1.1,26.24615385
FK,*,*,1.2,28.41538462
FK,*,*,1.3,30.58461538
FK,*,*,1.4,32.75384615
FK,*,*,1.5,34.92307692
FK,*,*,1.6,37.09230769
FK,*,*,1.7,39.26153846
FK,*,*,1.8,41.43076923
FK,*,*,1.9,43.6
FK,*,*,2,45.76923077
FK,*,*,2.1,47.93846154
FK,*,*,2.2,50.10769231
FK,*,*,2.3,52.27692308
FK,*,*,2.4,54.44615385
FK,*,*,2.5,56.61538462
FK,*,*,2.6,58.78461538
FK,*,*,2.7,60.95384615
FK,*,*,2.8,63.12307692
FK,*,*,2.9,65.29230769
FK,*,*,3,67.46153846
FK,*,*,3.1,69.63076923
FK,*,*,3.2,71.8
FK,*,*,3.3,73.96923077
FK,*,*,3.4,76.13846154
FK,*,*,3.5,78.30769231
FK,*,*,3.6,80.47692308
FK,*,*,3.7,82.64615385
FK,*,*,3.8,84.81538462
FK,*,*,3.9,86.98461538
FK,*,*,4,89.15384615
FK,*,*,4.1,91.32307692
FK,*,*,4.2,93.49230769
FK,*,*,4.3,95.66153846
FK,*,*,4.4,97.83076923
FK,*,*,4.5,100
FK,*,*,4.6,102.1692308
FK,*,*,4.7,104.3384615
FK,*,*,4.8,106.5076923
FK,*,*,4.9,108.6769231
FK,*,*,5,110.8461538
GA,*,*,0.1,4.553846154
GA,*,*,0.2,6.723076923
GA,*,*,0.3,8.892307692
GA,*,*,0.4,11.06153846
GA,*,*,0.5,13.23076923
GA,*,*,0.6,15.4
GA,*,*,0.7,17.56923077
GA,*,*,0.8,19.73846154
GA,*,*,0.9,21.90769231
GA,*,*,1,24.07692308
GA,*,*,1.1,26.24615385
GA,*,*,1.2,28.41538462
GA,*,*,1.3,30.58461538
GA,*,*,1.4,32.75384615
GA,*,*,1.5,34.92307692
GA,*,*,1.6,37.09230769
GA,*,*,1.7,39.26153846
GA,*,*,1.8,41.43076923
GA,*,*,1.9,43.6
GA,*,*,2,45.76923077
GA,*,*,2.1,47.93846154
GA,*,*,2.2,50.10769231
GA,*,*,2.3,52.27692308
GA,*,*,2.4,54.44615385
GA,*,*,2.5,56.61538462
GA,*,*,2.6,58.78461538
GA,*,*,2.7,60.95384615
GA,*,*,2.8,63.12307692
GA,*,*,2.9,65.29230769
GA,*,*,3,67.46153846
GA,*,*,3.1,69.63076923
GA,*,*,3.2,71.8
GA,*,*,3.3,73.96923077
GA,*,*,3.4,76.13846154
GA,*,*,3.5,78.30769231
GA,*,*,3.6,80.47692308
GA,*,*,3.7,82.64615385
GA,*,*,3.8,84.81538462
GA,*,*,3.9,86.98461538
GA,*,*,4,89.15384615
GA,*,*,4.1,91.32307692
GA,*,*,4.2,93.49230769
GA,*,*,4.3,95.66153846
GA,*,*,4.4,97.83076923
GA,*,*,4.5,100
GA,*,*,4.6,102.1692308
GA,*,*,4.7,104.3384615
GA,*,*,4.8,106.5076923
GA,*,*,4.9,108.6769231
